/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/people/person/employment_history./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/employment_history./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/person/employment_history./business/employment_tenure/company	/organization/organization/headquarters./location/mailing_address/country	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/employment_history./business/employment_tenure/company	/organization/organization/headquarters./location/mailing_address/country	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/prequel	/film/film/runtime./film/film_cut/film_release_region
/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/first_level_division_of
/influence/influence_node/peers./influence/peer_relationship/peers	/film/actor/film./film/performance/film	/film/film/country
/influence/influence_node/peers./influence/peer_relationship/peers	/film/actor/film./film/performance/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/influence/influence_node/peers./influence/peer_relationship/peers	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/base/popstra/celebrity/dated./base/popstra/dated/participant	/music/artist/origin
/influence/influence_node/peers./influence/peer_relationship/peers	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country
/influence/influence_node/peers./influence/peer_relationship/peers	/film/actor/film./film/performance/film	/tv/tv_program/country_of_origin
/influence/influence_node/peers./influence/peer_relationship/peers	/base/popstra/celebrity/dated./base/popstra/dated/participant	/music/artist/origin
/influence/influence_node/peers./influence/peer_relationship/peers	/music/artist/origin	/location/administrative_division/country
/influence/influence_node/peers./influence/peer_relationship/peers	/music/artist/origin	/base/biblioness/bibs_location/country
/influence/influence_node/influenced_by	/people/person/spouse_s./people/marriage/location_of_ceremony	/base/biblioness/bibs_location/country
/people/person/sibling_s./people/sibling_relationship/sibling	/music/artist/origin	/base/biblioness/bibs_location/country
/influence/influence_node/influenced_by	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/place_of_birth
/influence/influence_node/influenced_by	/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/first_level_division_of
/influence/influence_node/peers./influence/peer_relationship/peers	/people/deceased_person/place_of_burial	/base/biblioness/bibs_location/country
/influence/influence_node/peers./influence/peer_relationship/peers	/influence/influence_node/influenced_by	/people/person/places_lived./people/place_lived/location
/people/person/places_lived./people/place_lived/location	/base/aareas/schema/administrative_area/administrative_parent	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/base/aareas/schema/administrative_area/administrative_parent	/location/location/contains
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/first_level_division_of	/location/location/contains
/people/person/spouse_s./people/marriage/location_of_ceremony	/media_common/netflix_genre/titles	/film/film/country
/film/actor/film./film/performance/film	/film/film/written_by	/people/person/place_of_birth
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/country
/film/film_set_designer/film_sets_designed	/film/film/country
/film/film_set_designer/film_sets_designed	/film/film/country	/dataworld/gardening_hint/split_to
/film/film_set_designer/film_sets_designed	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/film/film_set_designer/film_sets_designed	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/dataworld/gardening_hint/split_to
/film/film_set_designer/film_sets_designed	/film/film/runtime./film/film_cut/film_release_region	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/film/film_set_designer/film_sets_designed	/film/film/runtime./film/film_cut/film_release_region	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/featured_film_locations	/location/location/partially_contains
/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/film/film/country
/award/award_winner/awards_won./award/award_honor/award_winner	/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/film/actor/dubbing_performances./film/dubbing_performance/language	/language/human_language/countries_spoken_in
/influence/influence_node/influenced_by	/people/person/employment_history./business/employment_tenure/company
/influence/influence_node/influenced_by	/people/person/employment_history./business/employment_tenure/company	/dataworld/gardening_hint/split_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/location/administrative_division/first_level_division_of
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/location/administrative_division/country
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/base/aareas/schema/administrative_area/administrative_parent
/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/spouse_s./people/marriage/location_of_ceremony	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/award/award_winner/awards_won./award/award_honor/award_winner	/film/film_subject/films	/film/film/country
/award/award_winner/awards_won./award/award_honor/award_winner	/film/film_subject/films	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/film/film_subject/films	/film/film/country
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/film/film_subject/films	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/base/popstra/celebrity/dated./base/popstra/dated/participant	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/people/person/places_lived./people/place_lived/location	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/people/person/places_lived./people/place_lived/location	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/location/location/partially_contains
/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/base/locations/continents/countries_within
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/location/location/partially_contains
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/base/locations/continents/countries_within
/people/person/sibling_s./people/sibling_relationship/sibling	/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/people/person/sibling_s./people/sibling_relationship/sibling	/film/director/film	/film/film/country
/film/director/film	/film/film/featured_film_locations	/location/administrative_division/first_level_division_of
/award/award_winner/awards_won./award/award_honor/award_winner	/people/person/employment_history./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/influence/influence_node/peers./influence/peer_relationship/peers	/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/places_lived./people/place_lived/location
/influence/influence_node/peers./influence/peer_relationship/peers	/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/places_lived./people/place_lived/location
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/places_lived./people/place_lived/location
/music/artist/contribution./music/recording_contribution/performance_role	/music/instrument/instrumentalists	/people/person/places_lived./people/place_lived/location
/award/award_winner/awards_won./award/award_honor/award_winner	/film/actor/dubbing_performances./film/dubbing_performance/language	/language/human_language/countries_spoken_in
/people/person/places_lived./people/place_lived/location	/dataworld/gardening_hint/split_to	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/places_lived./people/place_lived/location	/dataworld/gardening_hint/split_to	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/person/places_lived./people/place_lived/location	/time/event/locations	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/places_lived./people/place_lived/location	/time/event/locations	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/person/spouse_s./people/marriage/spouse	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/places_lived./people/place_lived/location	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/people/person/places_lived./people/place_lived/location	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/employment_history./business/employment_tenure/company	/dataworld/gardening_hint/split_to
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_network/programs./tv/tv_network_duration/program	/tv/tv_program/country_of_origin
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/country_of_origin
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_network/programs./tv/tv_network_duration/program	/film/film/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/award/award_winner/awards_won./award/award_honor/award_winner	/organization/organization/headquarters./location/mailing_address/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/tv/tv_network/programs./tv/tv_network_duration/program	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/organization/organization/headquarters./location/mailing_address/state_province_region	/location/administrative_division/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/organization/organization/headquarters./location/mailing_address/state_province_region	/base/aareas/schema/administrative_area/administrative_parent
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/organization/organization/headquarters./location/mailing_address/state_province_region	/base/biblioness/bibs_location/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/award/award_winner/awards_won./award/award_honor/award_winner	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/people/person/employment_history./business/employment_tenure/company	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/organization/organization/headquarters./location/mailing_address/country
/award/award_winner/awards_won./award/award_honor/award_winner	/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_winner/awards_won./award/award_honor/award_winner	/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/people/person/employment_history./business/employment_tenure/company
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/people/person/employment_history./business/employment_tenure/company
/influence/influence_node/influenced_by	/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/people/person/employment_history./business/employment_tenure/company
/influence/influence_node/influenced_by	/base/americancomedy/celebrity_impressionist/celebrities_impersonated	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/award/award_winning_work/awards_won./award/award_honor/award_winner	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/media_common/netflix_genre/titles	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/media_common/netflix_genre/titles	/film/film/country
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/people/person/place_of_birth	/location/administrative_division/country
/people/person/spouse_s./people/marriage/location_of_ceremony	/location/administrative_division/first_level_division_of	/dataworld/gardening_hint/split_to
/people/person/spouse_s./people/marriage/location_of_ceremony	/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/music/artist/origin	/dataworld/gardening_hint/split_to
/influence/influence_node/influenced_by	/organization/organization_member/member_of./organization/organization_membership/organization	/organization/organization/headquarters./location/mailing_address/country
/influence/influence_node/influenced_by	/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/administrative_division/first_level_division_of
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/music/artist/origin
/people/person/spouse_s./people/marriage/spouse	/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/music/artist/origin
/people/person/places_lived./people/place_lived/location	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to	/location/location/contains
/people/deceased_person/place_of_death	/base/aareas/schema/administrative_area/administrative_parent	/dataworld/gardening_hint/split_to
/film/actor/film./film/performance/film	/dataworld/gardening_hint/split_to	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/film_production_design_by	/people/person/place_of_birth
/music/artist/origin	/media_common/netflix_genre/titles	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/music/artist/origin	/media_common/netflix_genre/titles	/film/film/country
/music/artist/origin	/media_common/netflix_genre/titles	/film/film/distributors./film/film_film_distributor_relationship/region
/music/artist/origin	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/music/artist/origin	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/people/person/place_of_birth	/media_common/netflix_genre/titles	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/people/person/place_of_birth	/dataworld/gardening_hint/split_to	/base/biblioness/bibs_location/country
/film/actor/film./film/performance/film	/film/film/produced_by	/people/deceased_person/place_of_burial
/film/actor/film./film/performance/film	/film/film/written_by	/people/deceased_person/place_of_burial
/film/actor/film./film/performance/film	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/runtime./film/film_cut/film_release_region
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/film/actor/dubbing_performances./film/dubbing_performance/language	/language/human_language/countries_spoken_in
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/people/person/languages	/language/human_language/countries_spoken_in
/people/person/places_lived./people/place_lived/location	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants	/location/location/contains
/people/person/employment_history./business/employment_tenure/company	/media_common/netflix_genre/titles	/tv/tv_program/country_of_origin
/people/person/employment_history./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language	/language/human_language/countries_spoken_in
/people/person/employment_history./business/employment_tenure/company	/media_common/netflix_genre/titles	/film/film/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/distributors./film/film_film_distributor_relationship/region	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/award/award_winning_work/awards_won./award/award_honor/award	/film/film/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/award/award_winning_work/awards_won./award/award_honor/award_winner	/people/person/spouse_s./people/marriage/location_of_ceremony
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/tv/tv_program/country_of_origin
/people/person/places_lived./people/place_lived/location	/media_common/netflix_genre/titles	/film/film/country
/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/state_province_region	/location/administrative_division/first_level_division_of
/organization/organization_founder/organizations_founded	/organization/organization/headquarters./location/mailing_address/state_province_region	/base/aareas/schema/administrative_area/administrative_parent
/film/director/film	/award/award_winning_work/awards_won./award/award_honor/award_winner	/organization/organization/headquarters./location/mailing_address/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/administrative_division/country	/dataworld/gardening_hint/split_to
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/base/aareas/schema/administrative_area/administrative_parent
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/base/aareas/schema/administrative_area/administrative_parent	/dataworld/gardening_hint/split_to
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/base/biblioness/bibs_location/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/base/aareas/schema/administrative_area/administrative_parent
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/location/location/adjoin_s./location/adjoining_relationship/adjoins	/location/administrative_division/first_level_division_of
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/base/aareas/schema/administrative_area/administrative_parent	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/base/aareas/schema/administrative_area/administrative_parent	/base/aareas/schema/administrative_area/administrative_parent
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/base/aareas/schema/administrative_area/administrative_parent	/base/biblioness/bibs_location/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/base/biblioness/bibs_location/state	/location/administrative_division/country
/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office	/base/biblioness/bibs_location/state	/base/biblioness/bibs_location/country
/dataworld/gardening_hint/split_to	/film/actor/film./film/performance/film	/film/film/country
/dataworld/gardening_hint/split_to	/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/dataworld/gardening_hint/split_to	/film/director/film	/film/film/country
/dataworld/gardening_hint/split_to	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/dataworld/gardening_hint/split_to	/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film/country
/dataworld/gardening_hint/split_to	/film/actor/film./film/performance/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/dataworld/gardening_hint/split_to	/people/person/spouse_s./people/marriage/type_of_union	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony
/people/person/places_lived./people/place_lived/location	/location/location/contains	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/person/places_lived./people/place_lived/location	/media_common/netflix_genre/titles	/tv/tv_program/country_of_origin
/people/person/places_lived./people/place_lived/location	/location/location/contains
/people/person/places_lived./people/place_lived/location	/media_common/netflix_genre/titles	/film/film/featured_film_locations
/people/person/employment_history./business/employment_tenure/company	/education/educational_institution/students_graduates./education/education/student	/people/person/places_lived./people/place_lived/location
/people/person/place_of_birth	/location/administrative_division/country	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/music/artist/origin	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/award/award_winner/awards_won./award/award_honor/award_winner	/music/artist/origin	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/award/award_winner/awards_won./award/award_honor/award_winner	/music/artist/origin	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity	/people/person/employment_history./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/people/person/spouse_s./people/marriage/spouse	/people/person/places_lived./people/place_lived/location	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/people/person/spouse_s./people/marriage/type_of_union	/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/film/actor/film./film/performance/film	/film/film/country
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/people/deceased_person/place_of_death	/base/biblioness/bibs_location/country
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/people/person/places_lived./people/place_lived/location	/location/administrative_division/country
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/people/person/places_lived./people/place_lived/location	/location/administrative_division/first_level_division_of
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/people/person/places_lived./people/place_lived/location	/base/biblioness/bibs_location/country
/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/music/artist/origin	/base/biblioness/bibs_location/country
/film/director/film	/award/award_winning_work/awards_won./award/award_honor/award_winner	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/film/film_set_designer/film_sets_designed	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/film/film_set_designer/film_sets_designed	/film/film/release_date_s./film/film_regional_release_date/film_release_region	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/film/film_set_designer/film_sets_designed	/film/film/production_companies	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/film/film_set_designer/film_sets_designed	/film/film/country	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/film/film_set_designer/film_sets_designed	/film/film/country	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/film/film_set_designer/film_sets_designed	/award/award_winning_work/awards_won./award/award_honor/honored_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/film/film_set_designer/film_sets_designed	/award/award_winning_work/awards_won./award/award_honor/honored_for	/film/film/country
/film/film_set_designer/film_sets_designed	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/film/film/country
/film/film_set_designer/film_sets_designed	/award/award_winning_work/awards_won./award/award_honor/award_winner	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/film/film_set_designer/film_sets_designed	/film/film/featured_film_locations	/location/administrative_division/country
/film/film_set_designer/film_sets_designed	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/people/person/places_lived./people/place_lived/location	/location/country/second_level_divisions	/base/biblioness/bibs_location/country
/people/person/places_lived./people/place_lived/location	/location/country/second_level_divisions	/location/administrative_division/country
/people/person/places_lived./people/place_lived/location	/film/film_subject/films	/film/film/distributors./film/film_film_distributor_relationship/region
/people/person/places_lived./people/place_lived/location	/dataworld/gardening_hint/split_to
/people/person/places_lived./people/place_lived/location	/time/event/locations
/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/place_of_birth	/base/biblioness/bibs_location/country
/influence/influence_node/influenced_by	/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program	/tv/tv_program/country_of_origin
/influence/influence_node/influenced_by	/people/person/place_of_birth	/base/aareas/schema/administrative_area/administrative_parent
/influence/influence_node/influenced_by	/people/person/places_lived./people/place_lived/location
/influence/influence_node/influenced_by	/people/person/places_lived./people/place_lived/location	/dataworld/gardening_hint/split_to
/influence/influence_node/influenced_by	/people/person/employment_history./business/employment_tenure/company	/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location
/music/artist/origin	/base/aareas/schema/administrative_area/administrative_parent
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/film/film_set_designer/film_sets_designed	/film/film/runtime./film/film_cut/film_release_region
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film_subject/films	/film/film/country
/award/award_nominee/award_nominations./award/award_nomination/nominated_for	/film/film_subject/films	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/award/award_winner/awards_won./award/award_honor/award_winner	/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant	/people/person/places_lived./people/place_lived/location
/film/actor/film./film/performance/film	/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for	/tv/tv_program/country_of_origin
/influence/influence_node/influenced_by	/people/person/place_of_birth	/location/administrative_division/first_level_division_of
/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/place_of_birth	/base/aareas/schema/administrative_area/administrative_parent
/influence/influence_node/peers./influence/peer_relationship/peers	/people/person/place_of_birth	/location/administrative_division/first_level_division_of
/people/deceased_person/place_of_death	/location/administrative_division/country	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/film/director/film	/film/film/country
/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend	/film/director/film	/film/film/release_date_s./film/film_regional_release_date/film_release_region
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/film/actor/film./film/performance/film	/film/film/featured_film_locations
/people/person/spouse_s./people/marriage/spouse	/film/actor/film./film/performance/film	/film/film/featured_film_locations
/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/places_lived./people/place_lived/location	/location/location/contains
/base/popstra/celebrity/dated./base/popstra/dated/participant	/people/person/places_lived./people/place_lived/location	/dataworld/gardening_hint/split_to
/film/actor/film./film/performance/film	/film/film/distributors./film/film_film_distributor_relationship/region	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/people/person/places_lived./people/place_lived/location	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/people/person/places_lived./people/place_lived/location	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/base/popstra/celebrity/friendship./base/popstra/friendship/participant	/film/director/film	/film/film/distributors./film/film_film_distributor_relationship/region
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/people/person/place_of_birth	/military/military_combatant/military_conflicts./military/military_combatant_group/combatants
/award/award_nominee/award_nominations./award/award_nomination/award_nominee	/base/popstra/celebrity/breakup./base/popstra/breakup/participant	/people/person/places_lived./people/place_lived/location
/film/director/film	/film/film/distributors./film/film_film_distributor_relationship/region	/location/location/contains
/film/director/film	/film/film/country	/location/location/contains
/film/director/film	/film/film/distributors./film/film_film_distributor_relationship/region
/music/artist/origin	/location/administrative_division/first_level_division_of
/music/artist/origin	/location/administrative_division/first_level_division_of	/dataworld/gardening_hint/split_to
/music/artist/origin	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/location/administrative_division/first_level_division_of
/music/artist/origin	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/base/aareas/schema/administrative_area/administrative_parent
/music/artist/origin	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division	/base/biblioness/bibs_location/country
/people/person/place_of_birth	/location/location/contains	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/person/place_of_birth	/location/location/adjoin_s./location/adjoining_relationship/adjoins
/people/deceased_person/place_of_death	/location/administrative_division/first_level_division_of
/people/deceased_person/place_of_death	/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division
/tv/tv_producer/programs_produced./tv/tv_producer_term/program	/film/film/country	/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to
/people/person/profession	/film/special_film_performance_type/film_performance_type./film/performance/film	/film/film/country
